City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,George,ZA,2021-04-02 21:40:37,-33.963,22.4617,55.4,88,0,1.14
281,Pine Bluff,US,2021-04-02 21:40:38,34.2284,-92.0032,57.2,30,1,8.05
282,Bambous Virieux,MU,2021-04-02 21:40:38,-20.3428,57.7575,77.0,100,40,3.44
283,Palmer,US,2021-04-02 21:40:38,42.1584,-72.3287,34.0,37,90,12.66
284,Balabac,PH,2021-04-02 21:40:39,7.9868,117.0645,79.03,84,68,5.1
285,Harper,LR,2021-04-02 21:40:39,4.375,-7.7169,78.64,89,41,7.4
286,Nurota,UZ,2021-04-02 21:40:39,40.5614,65.6886,50.0,34,100,18.41
287,Lincoln,US,2021-04-02 21:36:33,40.8,-96.667,75.2,19,1,26.46
288,Port Hedland,AU,2021-04-02 21:38:02,-20.3167,118.5667,73.4,49,7,10.36
289,San Policarpo,PH,2021-04-02 21:40:40,12.1791,125.5072,80.15,73,25,9.13
290,Husavik,IS,2021-04-02 21:40:40,66.0449,-17.3389,42.8,52,0,25.32
291,Ales,FR,2021-04-02 21:40:41,44.1333,4.0833,66.2,67,0,5.75
292,Muisne,EC,2021-04-02 21:40:41,0.6,-80.0333,86.0,79,40,5.75
293,Mountain Home,US,2021-04-02 21:40:41,43.133,-115.6912,69.8,14,1,10.36
294,Kuyanovo,RU,2021-04-02 21:40:41,55.8014,54.5372,32.14,82,87,11.59
295,Beringovskiy,RU,2021-04-02 21:40:42,63.05,179.3167,8.46,85,99,13.82
296,Shagonar,RU,2021-04-02 21:40:42,51.5333,92.8,23.56,75,29,1.39
297,Mogadishu,SO,2021-04-02 21:40:42,2.0371,45.3438,81.59,77,24,10.27
298,Coihueco,CL,2021-04-02 21:36:55,-36.6167,-71.8333,75.2,38,0,8.05
299,Richards Bay,ZA,2021-04-02 21:40:43,-28.783,32.0377,72.37,90,92,17.47
300,Smithers,CA,2021-04-02 21:40:43,54.7804,-127.1743,41.0,52,90,5.75
301,Thompson,CA,2021-04-02 21:40:44,55.7435,-97.8558,48.2,31,20,17.27
302,Yar-Sale,RU,2021-04-02 21:40:44,66.8333,70.8333,29.61,98,100,5.93
303,Guerrero Negro,MX,2021-04-02 21:37:02,27.9769,-114.0611,67.3,58,0,19.8
304,Uzhhorod,UA,2021-04-02 21:40:44,48.6167,22.3,33.01,64,10,6.98
305,Huacho,PE,2021-04-02 21:40:45,-11.1067,-77.605,72.55,77,19,9.91
306,Lorica,CO,2021-04-02 21:40:45,9.2365,-75.8135,83.14,74,100,10.0
307,New Norfolk,AU,2021-04-02 21:40:46,-42.7826,147.0587,69.01,31,0,10.0
308,Pacifica,US,2021-04-02 21:40:46,37.6138,-122.4869,64.0,76,1,11.5
309,Nouakchott,MR,2021-04-02 21:36:03,18.0858,-15.9785,77.0,57,88,17.27
310,Simao,CN,2021-04-02 21:40:46,22.7886,100.9748,60.58,37,22,1.59
311,Barwala,IN,2021-04-02 21:40:47,29.3833,75.9167,65.8,6,1,7.47
312,Hithadhoo,MV,2021-04-02 21:40:47,-0.6,73.0833,83.53,76,88,19.89
313,Jati,PK,2021-04-02 21:40:47,24.3539,68.2671,80.89,45,0,6.26
314,Buraydah,SA,2021-04-02 21:40:48,26.326,43.975,75.2,23,40,13.8
315,Yenagoa,NG,2021-04-02 21:40:48,4.9247,6.2642,79.47,83,62,4.45
316,Kathu,TH,2021-04-02 21:40:48,7.9178,98.3332,84.99,100,75,2.3
317,Soyo,AO,2021-04-02 21:40:49,-6.1349,12.3689,81.86,81,96,5.26
318,Elko,US,2021-04-02 21:37:07,41.0002,-115.5012,71.6,11,1,6.91
319,Lambarene,GA,2021-04-02 21:40:49,-0.7001,10.2406,75.29,95,99,2.73
320,Asau,RO,2021-04-02 21:40:49,46.4333,26.4,42.01,51,100,2.48
321,French Harbor,HN,2021-04-02 21:40:50,16.35,-86.4333,82.4,78,75,17.27
322,Cockburn Town,TC,2021-04-02 21:40:50,21.4612,-71.1419,80.6,69,20,11.5
323,The Valley,AI,2021-04-02 21:37:42,18.217,-63.0578,80.6,69,40,19.57
324,Scarborough,GB,2021-04-02 21:40:51,54.2797,-0.4044,43.0,83,3,4.0
325,Abong Mbang,CM,2021-04-02 21:40:51,3.9833,13.1833,72.21,54,45,2.77
326,Ponta Delgada,PT,2021-04-02 21:36:41,37.7333,-25.6667,60.8,88,75,14.97
327,Tarbagatay,RU,2021-04-02 21:40:51,51.4803,107.3602,19.4,79,0,2.48
328,Garowe,SO,2021-04-02 21:40:52,8.4054,48.4845,75.33,55,6,8.55
329,Hovd,MN,2021-04-02 21:40:52,48.0056,91.6419,25.75,38,0,2.8
330,Ambovombe,MG,2021-04-02 21:40:52,-25.1667,46.0833,69.82,78,17,6.89
331,Prince Rupert,CA,2021-04-02 21:39:41,54.3161,-130.3201,41.0,81,90,17.27
332,Yarega,RU,2021-04-02 21:40:53,63.4354,53.5765,20.35,98,36,3.36
333,Farah,AF,2021-04-02 21:40:53,32.5,62.5,67.26,22,50,1.43
334,Paracuru,BR,2021-04-02 21:40:53,-3.41,-39.0306,82.99,74,46,15.99
335,Tutoia,BR,2021-04-02 21:40:54,-2.7619,-42.2744,79.34,82,70,7.81
336,Fare,PF,2021-04-02 21:40:54,-16.7,-151.0167,81.72,69,0,0.72
337,Novopokrovka,UA,2021-04-02 21:40:54,49.8425,36.5477,50.0,76,0,8.95
338,Acapulco,MX,2021-04-02 21:40:22,16.8634,-99.8901,87.8,58,1,11.5
339,Acari,PE,2021-04-02 21:40:55,-15.4311,-74.6158,75.81,70,13,7.11
340,Rawlins,US,2021-04-02 21:40:55,41.7911,-107.2387,66.2,7,1,23.02
341,Finnsnes,NO,2021-04-02 21:40:56,69.2296,17.9811,33.8,75,75,5.75
342,Los Llanos De Aridane,ES,2021-04-02 21:40:56,28.6585,-17.9182,66.2,77,20,12.66
343,Mubarakpur,IN,2021-04-02 21:40:56,26.09,83.2922,72.43,8,0,4.21
344,Santiago,CL,2021-04-02 21:39:47,-33.4569,-70.6483,75.2,43,40,6.91
345,Severo-Kurilsk,RU,2021-04-02 21:40:57,50.6789,156.125,30.49,78,28,16.64
346,Port Macquarie,AU,2021-04-02 21:40:57,-31.4333,152.9167,64.99,99,99,1.99
347,Peniche,PT,2021-04-02 21:40:58,39.3558,-9.3811,57.0,88,100,3.0
348,Abnub,EG,2021-04-02 21:40:58,27.2696,31.1511,60.37,34,0,5.5
349,Henties Bay,NA,2021-04-02 21:40:58,-22.116,14.2845,64.0,87,5,1.99
350,Broome,US,2021-04-02 21:40:58,42.2506,-75.833,33.01,40,1,16.11
351,Vila Do Maio,CV,2021-04-02 21:40:59,15.1333,-23.2167,77.0,44,0,19.57
352,San Jeronimo,PE,2021-04-02 21:40:59,-11.9472,-75.2829,59.54,61,62,2.53
353,Hailar,CN,2021-04-02 21:40:59,49.2,119.7,24.78,55,0,10.13
354,Laguna,US,2021-04-02 21:41:00,38.421,-121.4238,82.99,14,1,6.91
355,Qaqortoq,GL,2021-04-02 21:41:00,60.7167,-46.0333,37.4,81,75,3.58
356,Conceicao Da Barra,BR,2021-04-02 21:41:00,-18.5933,-39.7322,76.3,82,55,6.55
357,Kishtwar,IN,2021-04-02 21:41:01,33.3167,75.7667,40.91,42,0,5.95
358,Sao Gabriel Da Cachoeira,BR,2021-04-02 21:41:01,-0.1303,-67.0892,77.05,96,97,2.68
359,Cayenne,GF,2021-04-02 21:41:01,4.9333,-52.3333,77.0,88,0,5.75
360,Mangrol,IN,2021-04-02 21:41:02,21.1167,70.1167,77.14,75,72,3.94
361,Grevesmuhlen,DE,2021-04-02 21:41:02,53.8667,11.1833,42.01,88,49,5.99
362,Buchanan,LR,2021-04-02 21:41:03,5.8808,-10.0467,80.6,94,20,6.4
363,Ulladulla,AU,2021-04-02 21:41:03,-35.35,150.4667,62.01,88,1,11.5
364,Rocky Mountain House,CA,2021-04-02 21:41:03,52.3668,-114.9188,46.4,31,100,12.66
365,Namatanai,PG,2021-04-02 21:41:04,-3.6667,152.4333,83.43,73,100,6.33
366,Tucumcari,US,2021-04-02 21:41:04,35.1717,-103.725,75.2,17,1,13.8
367,Zabid,YE,2021-04-02 21:41:04,14.1951,43.3152,78.87,76,4,8.95
368,Lodja,CD,2021-04-02 21:41:05,-3.4833,23.4333,70.9,94,77,1.14
369,Garh Maharaja,PK,2021-04-02 21:41:05,30.8339,71.9053,66.13,8,0,8.19
370,Mao,ES,2021-04-02 21:41:05,39.8885,4.2658,57.2,94,20,3.44
371,Redlands,US,2021-04-02 21:38:05,34.0556,-117.1825,84.0,22,0,3.0
372,Kalmunai,LK,2021-04-02 21:41:06,7.4167,81.8167,77.56,86,5,3.24
373,Palana,RU,2021-04-02 21:41:06,59.1167,159.9667,11.26,92,99,13.38
374,Bluefields,NI,2021-04-02 21:41:07,12.0137,-83.7635,84.2,70,40,13.8
375,Mantua,IT,2021-04-02 21:41:07,45.1667,10.7833,61.0,62,0,1.14
376,Pushkino,RU,2021-04-02 21:41:07,56.0172,37.8667,33.8,86,0,2.24
377,Cidreira,BR,2021-04-02 21:41:08,-30.1811,-50.2056,69.08,81,94,12.64
378,Astoria,US,2021-04-02 21:41:08,46.1879,-123.8313,55.0,66,40,10.36
379,Puliyankudi,IN,2021-04-02 21:41:08,9.1667,77.4167,79.25,74,68,10.13
380,Talaya,RU,2021-04-02 21:41:09,61.3833,152.75,-10.46,89,61,0.98
381,Alice Springs,AU,2021-04-02 21:37:02,-23.7,133.8833,55.4,82,0,5.75
382,Talakan,RU,2021-04-02 21:41:09,50.3167,130.3667,27.5,61,99,17.38
383,Port Blair,IN,2021-04-02 21:41:10,11.6667,92.75,76.84,70,100,4.05
384,Ponta Do Sol,PT,2021-04-02 21:41:10,32.6667,-17.1,62.6,72,40,6.91
385,Fort Frances,CA,2021-04-02 21:39:15,48.5999,-93.4003,55.4,26,1,12.66
386,Jumla,NP,2021-04-02 21:41:10,29.2747,82.1838,36.36,31,0,7.43
387,Kizema,RU,2021-04-02 21:41:11,61.113,44.8302,24.93,98,95,1.28
388,Saint-Pierre,RE,2021-04-02 21:41:11,-21.3393,55.4781,77.0,94,75,19.57
389,Tombouctou,ML,2021-04-02 21:41:11,20.0,-3.0,83.79,9,22,11.34
390,Westport,US,2021-04-02 21:37:52,41.1415,-73.3579,36.0,35,90,12.66
391,Port-Gentil,GA,2021-04-02 21:41:12,-0.7193,8.7815,78.8,89,20,3.44
392,Ulaangom,MN,2021-04-02 21:41:12,49.9811,92.0667,26.58,50,0,3.94
393,Athabasca,CA,2021-04-02 21:41:12,54.7169,-113.2854,44.6,33,100,9.22
394,Gazanjyk,TM,2021-04-02 21:41:13,39.2446,55.5154,66.69,41,99,5.95
395,Luba,GQ,2021-04-02 21:41:13,3.4568,8.5547,80.6,89,20,4.61
396,Loubomo,CG,2021-04-02 21:41:13,-4.1997,12.6739,72.9,95,97,3.36
397,Man,CI,2021-04-02 21:41:14,7.4125,-7.5538,78.82,69,62,3.22
398,Labuhan,ID,2021-04-02 21:41:14,-6.8844,112.2051,77.74,87,61,4.03
399,Sarrebourg,FR,2021-04-02 21:41:14,48.7333,7.05,46.4,61,0,10.36
400,Dunedin,NZ,2021-04-02 21:41:15,-45.8742,170.5036,54.0,62,48,11.01
401,Santa Maria Del Oro,MX,2021-04-02 21:41:15,25.9333,-105.3667,82.11,20,100,1.41
402,Campbell River,CA,2021-04-02 21:41:15,50.0163,-125.2446,48.99,53,75,8.05
403,Gisors,FR,2021-04-02 21:41:16,49.2818,1.7801,42.8,70,40,14.97
404,Gamba,GA,2021-04-02 21:41:16,-2.65,10.0,78.48,86,99,2.73
405,Doka,SD,2021-04-02 21:41:16,13.5167,35.7667,84.63,35,0,6.08
406,Belmonte,BR,2021-04-02 21:41:17,-15.8631,-38.8828,77.0,94,75,2.3
407,Pocatello,US,2021-04-02 21:39:20,42.8713,-112.4455,71.6,14,1,19.57
408,Kempsey,AU,2021-04-02 21:41:17,-31.0833,152.8333,64.99,94,97,4.0
409,Vanimo,PG,2021-04-02 21:41:17,-2.6741,141.3028,76.1,91,100,3.56
410,Zielona Gora,PL,2021-04-02 21:41:18,51.9355,15.5064,42.01,43,88,7.43
411,Somerset,US,2021-04-02 21:37:53,40.5668,-74.5496,42.8,24,75,14.97
412,Zabkowice Slaskie,PL,2021-04-02 21:41:19,50.5897,16.8124,41.0,82,86,5.41
413,Pemangkat,ID,2021-04-02 21:41:19,1.1667,108.9667,75.94,87,44,6.04
414,Ust-Nera,RU,2021-04-02 21:41:19,64.5667,143.2,3.81,98,100,2.33
415,Ahipara,NZ,2021-04-02 21:41:20,-35.1667,173.1667,68.05,69,31,9.66
416,Makokou,GA,2021-04-02 21:41:20,0.5738,12.8642,70.38,97,100,0.45
417,Tonj,SS,2021-04-02 21:41:21,7.2737,28.6822,80.26,37,69,4.61
418,Ndele,CF,2021-04-02 21:41:21,8.4109,20.6473,88.65,25,92,4.9
419,Nyurba,RU,2021-04-02 21:41:22,63.2842,118.3319,-26.21,99,62,3.33
420,Hambantota,LK,2021-04-02 21:41:22,6.1241,81.1185,75.2,100,0,3.44
421,Inirida,CO,2021-04-02 21:41:23,3.8653,-67.9239,78.51,90,97,2.66
422,Mikhaylovka,RU,2021-04-02 21:41:23,50.06,43.2379,41.0,63,96,4.0
423,Lagos,NG,2021-04-02 21:41:23,6.5833,3.75,84.2,84,20,8.05
424,Fort Nelson,CA,2021-04-02 21:41:24,58.8053,-122.7002,24.8,46,40,3.44
425,San Blas,MX,2021-04-02 21:41:24,21.5167,-105.2667,95.0,28,75,5.75
426,Nome,US,2021-04-02 21:41:24,64.5011,-165.4064,12.99,85,90,24.16
427,Kattivakkam,IN,2021-04-02 21:41:24,13.2167,80.3167,82.4,78,20,11.5
428,Rio Gallegos,AR,2021-04-02 21:41:25,-51.6226,-69.2181,60.8,41,0,8.05
429,Abu Samrah,SY,2021-04-02 21:41:25,35.3029,37.1841,46.87,88,7,17.11
430,Jinan,CN,2021-04-02 21:41:26,36.6683,116.9972,51.01,87,100,3.0
431,Bakonycsernye,HU,2021-04-02 21:41:26,47.324,18.0751,51.01,70,0,6.91
432,Portree,GB,2021-04-02 21:41:26,57.4129,-6.1942,39.0,83,12,1.01
433,Yulara,AU,2021-04-02 21:41:27,-25.2406,130.9889,62.6,51,0,5.75
434,Nuuk,GL,2021-04-02 21:41:05,64.1835,-51.7216,17.6,86,75,14.97
435,Sitka,US,2021-04-02 21:38:34,57.0531,-135.33,37.4,81,90,1.99
436,Navalmoral De La Mata,ES,2021-04-02 21:41:27,39.8916,-5.5406,52.14,85,18,2.77
437,Rubik,AL,2021-04-02 21:41:28,41.7744,19.7861,55.4,76,90,1.14
438,Panguna,PG,2021-04-02 21:41:28,-6.3164,155.4848,77.29,74,63,2.93
439,Pangnirtung,CA,2021-04-02 21:41:28,66.1451,-65.7125,-13.0,58,1,2.3
440,Kitui,KE,2021-04-02 21:41:29,-1.367,38.0106,66.97,87,100,6.67
441,Galle,LK,2021-04-02 21:40:21,6.0367,80.217,80.85,84,58,9.8
442,Salta,AR,2021-04-02 21:41:29,-24.7859,-65.4117,68.0,73,75,9.22
443,Pouebo,NC,2021-04-02 21:41:30,-20.4,164.5667,77.27,89,100,9.33
444,Progreso,MX,2021-04-02 21:41:30,21.2833,-89.6667,80.01,47,75,13.8
445,Huanren,CN,2021-04-02 21:38:12,41.2647,125.3667,46.71,93,100,2.53
446,Changli,CN,2021-04-02 21:41:30,39.7042,119.1506,47.59,54,100,14.0
447,Taoudenni,ML,2021-04-02 21:41:31,22.6783,-3.9836,91.22,7,64,9.08
448,Dalbandin,PK,2021-04-02 21:41:31,28.8947,64.4101,71.65,19,0,2.33
449,Kota Kinabalu,MY,2021-04-02 21:41:31,5.9749,116.0724,73.4,88,20,4.61
450,Mirnyy,RU,2021-04-02 21:41:32,62.5353,113.9611,-23.84,100,84,1.36
451,Abrau-Dyurso,RU,2021-04-02 21:41:32,44.69,37.59,46.4,71,61,13.42
452,Sarny,UA,2021-04-02 21:41:33,51.338,26.6019,36.91,65,27,3.51
453,Ouadda,CF,2021-04-02 21:41:33,8.0777,22.4007,75.85,53,73,2.68
454,Mizque,BO,2021-04-02 21:41:33,-17.941,-65.3402,65.88,72,88,4.79
455,Pombas,CV,2021-04-02 21:41:34,17.1503,-25.0201,69.8,78,75,32.21
456,San Carlos,VE,2021-04-02 21:41:34,9.6612,-68.5827,94.73,28,14,4.61
457,Moscow,RU,2021-04-02 21:38:46,55.7522,37.6156,33.8,86,0,2.24
458,Krasnooktyabrskiy,RU,2021-04-02 21:41:34,44.9328,38.3712,46.99,71,19,11.54
459,Kisangani,CD,2021-04-02 21:41:35,0.5167,25.2,69.33,99,99,2.48
460,Nocupetaro,MX,2021-04-02 21:41:36,19.05,-101.15,97.09,15,1,7.11
461,Verkhnevilyuysk,RU,2021-04-02 21:41:36,63.4453,120.3167,-17.95,98,55,5.84
462,Sundsvall,SE,2021-04-02 21:41:36,62.3913,17.3063,37.99,52,90,19.57
463,Bintulu,MY,2021-04-02 21:41:37,3.1667,113.0333,77.0,88,20,2.3
464,Sakaiminato,JP,2021-04-02 21:41:37,35.55,133.2333,60.8,72,20,3.44
465,Goderich,CA,2021-04-02 21:41:37,43.7501,-81.7165,33.8,40,5,9.22
466,Turka,UA,2021-04-02 21:41:38,49.1541,23.0297,37.0,77,23,0.69
467,Deputatskiy,RU,2021-04-02 21:41:38,69.3,139.9,-11.15,99,100,2.84
468,Datong,CN,2021-04-02 21:41:38,40.0936,113.2914,38.07,46,98,12.01
469,Chilchotla,MX,2021-04-02 21:41:39,19.2548,-97.1844,54.82,80,99,6.49
470,Lydenburg,ZA,2021-04-02 21:41:39,-25.0978,30.4597,64.99,78,20,1.95
471,Verkhoyansk,RU,2021-04-02 21:41:40,67.5447,133.385,1.74,96,100,5.19
472,Yinchuan,CN,2021-04-02 21:40:57,38.4681,106.2731,44.01,59,99,10.78
473,Ostrovnoy,RU,2021-04-02 21:41:40,68.0531,39.5131,21.96,97,88,6.4
474,Saint-Francois,FR,2021-04-02 21:41:40,46.4154,3.9054,46.4,66,0,5.75
475,Antofagasta,CL,2021-04-02 21:41:41,-23.65,-70.4,66.2,68,0,12.66
476,Mahajanga,MG,2021-04-02 21:39:23,-15.7167,46.3167,77.0,78,40,5.75
477,Novyy Urengoy,RU,2021-04-02 21:41:41,66.0833,76.6333,22.86,97,100,6.26
478,Cabanas,CU,2021-04-02 21:41:41,22.9758,-82.9219,73.4,68,90,14.97
479,Biloela,AU,2021-04-02 21:41:42,-24.4167,150.5,70.54,66,24,18.92
480,Bilibino,RU,2021-04-02 21:41:42,68.0546,166.4372,-1.43,82,100,7.23
481,Warkworth,NZ,2021-04-02 21:41:42,-36.4,174.6667,64.99,84,7,1.01
482,Constitucion,CL,2021-04-02 21:41:43,-35.3333,-72.4167,61.54,74,24,14.25
483,Talnakh,RU,2021-04-02 21:37:18,69.4865,88.3972,-18.02,86,18,6.11
484,Palauig,PH,2021-04-02 21:41:43,15.435,119.9045,78.73,65,7,2.77
485,Vardo,NO,2021-04-02 21:41:44,70.3705,31.1107,31.32,76,97,7.47
486,Finschhafen,PG,2021-04-02 21:41:44,-6.6024,147.8681,81.46,78,100,4.56
487,Linguere,SN,2021-04-02 21:41:44,15.3953,-15.1193,96.8,24,0,2.3
488,Jingdezhen,CN,2021-04-02 21:41:45,29.2947,117.2079,60.98,96,100,4.7
489,Bardiyah,LY,2021-04-02 21:41:45,31.7561,25.0865,57.45,72,0,1.45
490,Roald,NO,2021-04-02 21:41:45,62.5833,6.1333,39.2,65,90,4.61
491,Hami,CN,2021-04-02 21:41:46,42.8,93.45,46.36,16,0,5.01
492,Safranbolu,TR,2021-04-02 21:41:46,41.2508,32.6942,41.83,82,71,2.06
493,Putina,PE,2021-04-02 21:41:46,-15.4667,-69.4333,45.32,72,100,14.92
494,Acheng,CN,2021-04-02 21:41:47,45.5454,126.977,37.4,32,0,13.42
495,Bone,DE,2021-04-02 21:41:47,51.9669,12.1396,43.0,86,95,1.99
496,Grande Prairie,CA,2021-04-02 21:41:35,55.1667,-118.8027,42.8,36,75,5.75
497,Presidencia Roque Saenz Pena,AR,2021-04-02 21:41:47,-26.7852,-60.4388,71.4,55,0,5.44
498,Puerto Escondido,MX,2021-04-02 21:41:48,15.85,-97.0667,87.8,74,20,11.5
499,Somerset East,ZA,2021-04-02 21:41:48,-32.7217,25.588,53.67,85,99,4.99
500,Bakel,SN,2021-04-02 21:41:48,14.905,-12.4568,92.53,6,3,7.99
501,Yamada,JP,2021-04-02 21:41:49,39.4667,141.95,50.05,81,91,9.42
502,Vestmanna,FO,2021-04-02 21:41:49,62.1564,-7.1664,42.8,87,75,19.57
503,Greensburg,US,2021-04-02 21:41:13,40.3015,-79.5389,39.2,28,1,11.5
504,Rafaela,AR,2021-04-02 21:41:49,-31.2503,-61.4867,68.0,62,0,5.17
505,Naryan-Mar,RU,2021-04-02 21:41:50,67.6713,53.087,16.47,95,99,6.22
506,Duiwelskloof,ZA,2021-04-02 21:41:50,-23.6934,30.14,65.75,63,0,4.65
507,Flin Flon,CA,2021-04-02 21:41:50,54.7682,-101.865,46.4,39,20,16.11
508,Ayagoz,KZ,2021-04-02 21:41:51,47.9714,80.4392,31.84,72,2,6.8
509,Tambovka,RU,2021-04-02 21:41:51,50.0969,128.0489,30.2,40,0,17.9
510,Krutinka,RU,2021-04-02 21:41:51,56.0055,71.5113,32.4,90,100,15.52
511,Nemuro,JP,2021-04-02 21:41:52,43.3236,145.575,38.44,85,100,18.97
512,Nioro,GM,2021-04-02 21:41:52,13.35,-15.75,81.77,43,3,10.89
513,Fairbanks,US,2021-04-02 21:41:27,64.8378,-147.7164,10.99,61,1,2.28
514,Port Hardy,CA,2021-04-02 21:41:52,50.6996,-127.4199,48.2,61,75,10.36
515,Waldoboro,US,2021-04-02 21:41:53,44.0954,-69.3756,37.99,55,90,6.91
516,Bac Lieu,VN,2021-04-02 21:41:53,9.285,105.7244,81.39,79,75,4.81
517,Nieuwpoort,BE,2021-04-02 21:41:53,51.1244,2.7735,45.0,76,90,12.66
518,Taywarah,AF,2021-04-02 21:41:54,33.35,64.4167,45.01,44,71,3.85
519,Zvenyhorodka,UA,2021-04-02 21:41:54,49.0787,30.9675,38.28,84,78,10.11
520,Krasnoselkup,RU,2021-04-02 21:41:54,65.7,82.4667,14.27,95,100,8.23
521,Liuzhou,CN,2021-04-02 21:41:55,24.3126,109.3892,68.32,89,27,5.28
522,Florenville,BE,2021-04-02 21:41:55,49.6998,5.3074,39.99,72,3,3.0
523,Motril,ES,2021-04-02 21:41:55,36.7507,-3.5179,54.0,60,0,1.01
524,Waddan,LY,2021-04-02 21:41:56,29.1614,16.139,66.97,25,0,10.02
525,La Maddalena,IT,2021-04-02 21:41:56,41.2142,9.4083,57.2,94,0,9.22
526,Kargil,IN,2021-04-02 21:41:56,34.5667,76.1,17.83,69,94,5.73
527,Port Lincoln,AU,2021-04-02 21:41:57,-34.7333,135.8667,71.01,39,0,8.3
528,Jibuti,DJ,2021-04-02 21:41:57,11.5,42.5,78.8,65,1,7.29
529,Tadine,NC,2021-04-02 21:41:57,-21.55,167.8833,76.37,92,100,16.71
530,Hue,VN,2021-04-02 21:41:58,16.4667,107.6,75.2,94,40,2.3
531,Cam Ranh,VN,2021-04-02 21:41:58,11.9214,109.1591,80.6,83,20,2.3
532,Manokwari,ID,2021-04-02 21:41:58,-0.8667,134.0833,77.49,77,100,2.93
533,Sedhiou,SN,2021-04-02 21:41:59,12.7081,-15.5569,89.6,33,7,11.5
534,Ikwiriri,TZ,2021-04-02 21:41:59,-7.9562,38.9716,71.13,97,100,2.8
535,Grindavik,IS,2021-04-02 21:41:59,63.8424,-22.4338,41.0,87,90,18.41
536,Kurilsk,RU,2021-04-02 21:42:00,45.2333,147.8833,36.37,75,100,13.98
537,Carman,CA,2021-04-02 21:42:00,49.4992,-98.0016,62.6,23,100,16.11
538,Camasca,HN,2021-04-02 21:42:00,14.0,-88.3833,68.0,64,75,11.5
539,Bassar,TG,2021-04-02 21:42:01,9.25,0.7833,82.4,39,8,2.93
540,Sur,OM,2021-04-02 21:42:01,22.5667,59.5289,83.84,31,69,8.34
541,Ballina,AU,2021-04-02 21:42:01,-28.8667,153.5667,71.6,60,75,10.36
542,Orsha,BY,2021-04-02 21:42:02,54.5153,30.4053,32.0,93,75,2.24
543,Bazarnyye Mataki,RU,2021-04-02 21:42:02,54.8833,49.9333,32.36,88,100,13.49
544,Korla,CN,2021-04-02 21:42:02,41.7597,86.1469,46.44,37,100,17.29
545,Feijo,BR,2021-04-02 21:42:02,-8.1642,-70.3536,77.59,92,58,3.49
546,Ilo,PE,2021-04-02 21:42:03,-17.6394,-71.3375,70.34,77,3,8.66
547,Karatu,TZ,2021-04-02 21:42:03,-3.3333,35.6667,61.77,95,90,2.15
548,Skelleftea,SE,2021-04-02 21:42:03,64.7507,20.9528,35.6,60,20,11.5
549,Kysyl-Syr,RU,2021-04-02 21:42:04,63.8986,122.7617,-5.73,97,100,7.63
550,Makakilo City,US,2021-04-02 21:42:04,21.3469,-158.0858,80.6,50,75,9.22
551,Mana,GF,2021-04-02 21:42:04,5.6592,-53.7767,75.99,89,100,10.85
552,Polson,US,2021-04-02 21:42:05,47.6936,-114.1632,66.0,23,31,5.99
553,Comodoro Rivadavia,AR,2021-04-02 21:42:05,-45.8667,-67.5,64.4,68,40,6.91
554,Rincon,US,2021-04-02 21:42:05,32.296,-81.2354,57.2,23,1,8.05
555,Jaciara,BR,2021-04-02 21:42:06,-15.9653,-54.9683,79.34,64,29,2.89
556,Ondjiva,AO,2021-04-02 21:42:06,-17.0667,15.7333,69.91,73,88,2.1
557,Kidal,ML,2021-04-02 21:42:06,18.4411,1.4078,79.81,7,0,11.61
558,Moroni,KM,2021-04-02 21:42:07,-11.7022,43.2551,79.86,76,72,5.44
559,Zharkent,KZ,2021-04-02 21:42:07,44.1628,80.0,35.33,97,100,2.13
560,San Antonio,US,2021-04-02 21:38:25,29.4241,-98.4936,75.2,25,1,12.66
